Hotelname,reservationno,ArrivalDate,DepartureDate,RoomNights,RoomRevenue,CurrencyCode,Channel,Guest Region,firstname,lastname,Guest Email
Cherry,14852263,11/7/2019 0:00,11/8/2019 0:00,1,7195.43,THB,Direct,Asia,Virginia,,Virginia.H@aol.com
Cherry,18207930,5/8/2022 0:00,5/9/2022 0:00,1,3815.67,THB,Direct,Asia,Virginia,,Virginia.H@aol.com
Cherry,21181618,8/16/2022 0:00,8/17/2022 0:00,1,6258.8,THB,Direct,Asia,Virginia,,Virginia.H@aol.com
Cherry,17941434,3/26/2022 0:00,3/27/2022 0:00,1,0,THB,Direct,Middle East,Amy,Green,Amy.Green56@gmail.com
Cherry,14410474,9/16/2019 0:00,9/18/2019 0:00,2,12434.62,THB,OTA,Asia,Kimberly,Perez,Perez.Kimberly84@hotmail.com
Cherry,21819975,12/26/2022 0:00,12/30/2022 0:00,4,79388.04,THB,Direct,North America,Carly,Armstrong,CArmstrong@mail.com
Cherry,21805939,11/25/2022 0:00,11/27/2022 0:00,2,13577.76,THB,Web,Asia,Scott,Hammond,ScottHammond41@verizon.com
Cherry,14847543,11/10/2019 0:00,11/12/2019 0:00,2,73022.64,THB,Web,Middle East,Debra,Fuller,Debra.Fuller@protonmail.com
Cherry,14530921,9/27/2019 0:00,9/30/2019 0:00,3,38375.16,THB,OTA,Middle East,Rachel,Friedman,RachelDavis@mail.com
Cherry,21495051,10/1/2022 0:00,10/3/2022 0:00,2,13360.08,THB,Direct,Middle East,Michael,Moore,Mccormick.Michael19@aol.com
Cherry,18789469,8/6/2022 0:00,8/8/2022 0:00,2,13828.62,THB,OTA,Middle East,Ann,Sullivan,AnnSullivan@att.com
Cherry,18982130,8/18/2022 0:00,8/21/2022 0:00,3,26990.04,THB,OTA,Middle East,Ann,Sullivan,Rachel_W79@xfinity.com
Cherry,18152651,5/14/2022 0:00,5/17/2022 0:00,3,17883.06,THB,OTA,Middle East,Carla,Ferguson,Carla_Ferguson@att.com
Cherry,18516583,7/19/2022 0:00,7/21/2022 0:00,2,13619.6,THB,OTA,Middle East,Greg,Hardin,Hardin_Greg@gmail.com
Cherry,14393431,8/20/2019 0:00,8/22/2019 0:00,2,24851.08,THB,Direct,Middle East,Rachel,Friedman,Ho_Rachel74@aol.com
Cherry,18245891,5/11/2022 0:00,5/14/2022 0:00,3,32680.17,THB,OTA,Middle East,Elizabeth,Joseph,Joseph_Elizabeth@yandex.com
Cherry,14545329,9/23/2019 0:00,9/25/2019 0:00,2,10684.02,THB,Direct,Thailand,Stephen,Brown,Stephen.Brown@att.com
Cherry,18518047,10/13/2022 0:00,10/14/2022 0:00,1,4991.38,THB,Direct,North America,Scott,Hammond,Scott_Ward11@hotmail.com
Cherry,13155418,2/27/2019 0:00,3/2/2019 0:00,5,38090.2,THB,Direct,Asia,Derrick,Bailey,Derrick_Bailey@protonmail.com
Cherry,13050098,1/5/2019 0:00,1/10/2019 0:00,5,93994.71,THB,Web,Asia,Jessica,Cole,
Cherry,18481388,6/30/2022 0:00,7/3/2022 0:00,3,22535.09,THB,OTA,Middle East,Reginald,Cunningham,Russo.Reginald65@comcast.net
Cherry,18775473,11/5/2022 0:00,11/13/2022 0:00,8,68396.01,THB,Web,Middle East,William,Velez,William.Sanchez@mail.com
Cherry,21327738,9/17/2022 0:00,9/18/2022 0:00,1,5630.5,THB,Direct,Asia,Diane,Rose,Diane.Rose@protonmail.com
Cherry,17655630,1/4/2022 0:00,1/7/2022 0:00,3,20017.77,THB,Direct,Thailand,Nathan,Smith,Nathan_Smith@comcast.net
Cherry,18587318,7/17/2022 0:00,7/22/2022 0:00,5,54471.33,THB,Direct,Asia,Andrew,Bullock,
Cherry,21433473,10/13/2022 0:00,10/19/2022 0:00,6,43357.59,THB,Web,Middle East,Nancy,Mccormick,Nancy.M@protonmail.com
Cherry,21510083,10/11/2022 0:00,10/14/2022 0:00,3,21672.3,THB,Web,North America,Barbara,Cole,Barbara.Cole@hotmail.com
Cherry,17732515,1/21/2022 0:00,1/22/2022 0:00,1,7291.85,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17757077,1/27/2022 0:00,1/28/2022 0:00,1,7253.93,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17791953,2/4/2022 0:00,2/5/2022 0:00,1,9475.61,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17818483,2/11/2022 0:00,2/12/2022 0:00,1,9475.61,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17856441,2/18/2022 0:00,2/19/2022 0:00,1,9267.71,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17875626,2/22/2022 0:00,2/23/2022 0:00,1,9030.11,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17915638,3/3/2022 0:00,3/4/2022 0:00,1,9534.52,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17961350,3/11/2022 0:00,3/12/2022 0:00,1,9802.31,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,17973894,3/14/2022 0:00,3/15/2022 0:00,1,5852.21,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18030618,3/25/2022 0:00,3/26/2022 0:00,1,9950.81,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18166544,4/22/2022 0:00,4/23/2022 0:00,1,11257.51,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18193291,4/28/2022 0:00,4/29/2022 0:00,1,10396.26,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18241979,5/5/2022 0:00,5/7/2022 0:00,2,10862.77,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18274931,5/12/2022 0:00,5/14/2022 0:00,2,11695.35,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18312484,5/20/2022 0:00,5/21/2022 0:00,1,9112.57,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18393785,6/3/2022 0:00,6/4/2022 0:00,1,2491.28,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18426783,6/10/2022 0:00,6/11/2022 0:00,1,3192.21,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18466852,6/17/2022 0:00,6/18/2022 0:00,1,4535.41,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,18587471,7/8/2022 0:00,7/9/2022 0:00,1,5514.3,THB,Web,Thailand,Sheri,Aguilar,Aguilar.Sheri22@att.com
Cherry,14377297,8/25/2019 0:00,8/28/2019 0:00,3,28667.05,THB,Web,Asia,Mrs.,Williams,DDS_Mrs.@att.com
Cherry,21947338,12/25/2022 0:00,12/27/2022 0:00,2,28110.2,THB,Direct,North America,Raymond,Young,Young.Raymond92@verizon.com
Cherry,13367630,7/4/2019 0:00,7/8/2019 0:00,4,56367,THB,Direct,Thailand,Lisa,Schroeder,Schroeder.Lisa@comcast.net
Cherry,14913695,12/26/2019 0:00,12/30/2019 0:00,4,108071.88,THB,Direct,North America,Kristin,Roberts,
Cherry,21919055,12/14/2022 0:00,12/18/2022 0:00,4,25372.2,THB,Web,Asia,Howard,Williams,Howard_W@outlook.com
Cherry,12911774,1/10/2019 0:00,1/13/2019 0:00,3,39330.29,THB,Direct,North America,Jennifer,Barton,Murphy.Jennifer59@yandex.com
Cherry,15061312,12/13/2019 0:00,12/16/2019 0:00,3,29133.47,THB,OTA,North America,Joshua,Delacruz,
Cherry,17596849,1/1/2022 0:00,1/4/2022 0:00,3,39591.26,THB,OTA,North America,Joshua,Delacruz,
Cherry,13800562,5/12/2019 0:00,5/13/2019 0:00,1,17031.31,THB,Direct,Thailand,Rebecca,Parker,RHebert34@zoho.com
Cherry,12943115,1/14/2019 0:00,1/18/2019 0:00,4,31297.04,THB,Direct,Thailand,Robert,Chung,RCampbell@verizon.com
Cherry,18202086,4/30/2022 0:00,5/21/2022 0:00,21,0,THB,Direct,Thailand,Robert,Chung,Lang_Matthew34@hotmail.com
Cherry,13747382,5/6/2019 0:00,5/8/2019 0:00,2,16007.72,THB,OTA,Thailand,David,Mcgee,David_M@aol.com
Cherry,17735049,1/28/2022 0:00,1/30/2022 0:00,2,8734.88,THB,Direct,Thailand,Jill,Key,JillKey89@att.com
Cherry,21836844,11/27/2022 0:00,11/29/2022 0:00,2,34411.48,THB,OTA,Europe,Nicole,Campbell,NicoleCampbell26@zoho.com
Cherry,21595699,11/22/2022 0:00,11/26/2022 0:00,4,40637.4,THB,Direct,Europe,Nicole,Campbell,
Cherry,13815229,10/16/2019 0:00,10/20/2019 0:00,4,15777.4,THB,Direct,Thailand,Daniel,Richard,Daniel_R@xfinity.com
Cherry,18416704,6/26/2022 0:00,6/28/2022 0:00,2,9164.61,THB,Direct,Thailand,Jacob,Porter,
Cherry,18081419,4/13/2022 0:00,4/15/2022 0:00,2,5935.96,THB,Direct,Thailand,Susan,Wilson,
Cherry,15075240,12/15/2019 0:00,12/18/2019 0:00,3,95729.7,THB,OTA,Asia,Barbara,Cole,Barbara.A87@outlook.com
Cherry,18229694,7/9/2022 0:00,7/10/2022 0:00,1,6194.79,THB,OTA,North America,Noah,Bowers,NoahBowers@protonmail.com
Cherry,14191733,11/5/2019 0:00,11/8/2019 0:00,3,26255.04,THB,OTA,North America,Noah,Bowers,Morales.Thomas@att.com
Cherry,17956587,7/21/2022 0:00,7/31/2022 0:00,10,45337.73,THB,Direct,Europe,Noah,Bowers,Christopher.Wilson@mail.com
Cherry,12646233,1/19/2019 0:00,1/23/2019 0:00,4,60642.23,THB,OTA,Europe,Noah,Bowers,Marcus.Mitchell40@hotmail.com
Cherry,18339562,7/27/2022 0:00,7/30/2022 0:00,3,34234.95,THB,OTA,North America,Noah,Bowers,JBailey29@aol.com
Cherry,18433859,7/3/2022 0:00,7/6/2022 0:00,3,22208.56,THB,Direct,North America,Dennis,Weaver,DWeaver@yandex.com
Cherry,17693714,1/10/2022 0:00,1/13/2022 0:00,3,39463.68,THB,Direct,Thailand,William,Velez,
Cherry,14160249,11/26/2019 0:00,11/28/2019 0:00,2,14350.36,THB,Direct,North America,Nicholas,Acosta,NAcosta52@gmail.com
Cherry,18281443,5/15/2022 0:00,5/18/2022 0:00,3,8919.63,THB,Direct,North America,Angel,Smith,Angel_S@zoho.com
Cherry,17952606,4/21/2022 0:00,4/24/2022 0:00,3,13037.25,THB,Direct,North America,Rebecca,Parker,Rebecca.Brooks84@yahoo.com
Cherry,17752608,8/12/2022 0:00,8/15/2022 0:00,3,12121.05,THB,Direct,Europe,John,Matthews,John_R@gmail.com
Cherry,14631791,11/20/2019 0:00,11/22/2019 0:00,2,18190.5,THB,Web,North America,Julie,Rivera,JulieRivera@verizon.com
Cherry,12163255,2/20/2019 0:00,2/23/2019 0:00,3,24975.42,THB,Direct,North America,Roberto,Watson,Watson.Roberto@xfinity.com
Cherry,18339030,7/12/2022 0:00,7/17/2022 0:00,5,32696.85,THB,OTA,Middle East,Joseph,Yu,Joseph_Yu48@aol.com
Cherry,14189988,12/26/2019 0:00,12/28/2019 0:00,2,38554.24,THB,Direct,North America,George,Campbell,
Cherry,12656309,1/20/2019 0:00,1/24/2019 0:00,4,38381.1,THB,Web,North America,Edwin,Norton,Edwin_Norton@aol.com
Cherry,18198369,5/10/2022 0:00,5/13/2022 0:00,3,18268.91,THB,Web,North America,Leslie,Lewis,LeslieLewis@xfinity.com
Cherry,21609905,10/23/2022 0:00,10/26/2022 0:00,3,36773.34,THB,OTA,Asia,Wendy,Adkins,Adkins_Wendy86@gmail.com
Cherry,21620303,10/22/2022 0:00,10/25/2022 0:00,3,19102.95,THB,Direct,Middle East,Brenda,Rodgers,Brenda.Rodgers@xfinity.com
Cherry,21171917,10/4/2022 0:00,10/6/2022 0:00,2,9384.76,THB,Direct,Oceania,Michael,Moore,
Cherry,18466806,9/5/2022 0:00,9/7/2022 0:00,2,8725.18,THB,Direct,Europe,Todd,Cox,Todd.Cox97@verizon.com
Cherry,18466608,9/7/2022 0:00,9/8/2022 0:00,1,8849,THB,Direct,Europe,Todd,Cox,Todd.Cox97@verizon.com
Cherry,13586075,4/4/2019 0:00,4/8/2019 0:00,4,30932.24,THB,OTA,North America,Sharon,Nelson,
Cherry,21780687,12/14/2022 0:00,12/17/2022 0:00,3,31613.96,THB,Direct,Asia,Mario,Bennett,Mario_Bennett@hotmail.com
Cherry,21842266,11/28/2022 0:00,11/29/2022 0:00,1,12770.35,THB,Direct,Thailand,Kristin,Roberts,
Cherry,21837568,11/29/2022 0:00,11/30/2022 0:00,1,9316.26,THB,Direct,Thailand,Kristin,Roberts,
Cherry,17786398,2/7/2022 0:00,2/8/2022 0:00,1,0,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,17842026,2/15/2022 0:00,2/16/2022 0:00,1,3815.67,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,17982437,3/16/2022 0:00,3/18/2022 0:00,2,11843.64,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,17997893,3/28/2022 0:00,3/30/2022 0:00,2,7234.71,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,18174147,4/27/2022 0:00,4/28/2022 0:00,1,6764.28,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,18155223,4/28/2022 0:00,4/30/2022 0:00,2,7631.34,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,18312548,5/30/2022 0:00,5/31/2022 0:00,1,5079.36,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,18307675,5/31/2022 0:00,6/1/2022 0:00,1,5921.82,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,18661133,7/26/2022 0:00,7/28/2022 0:00,2,11447.01,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21051624,8/17/2022 0:00,8/19/2022 0:00,2,0,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21385681,9/20/2022 0:00,9/22/2022 0:00,2,11050.38,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21365204,9/27/2022 0:00,9/28/2022 0:00,1,5921.82,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21454586,9/30/2022 0:00,10/1/2022 0:00,1,5921.82,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21521337,10/8/2022 0:00,10/10/2022 0:00,2,11843.64,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21554523,11/8/2022 0:00,11/9/2022 0:00,1,9316.26,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21714383,11/9/2022 0:00,11/10/2022 0:00,1,12240.27,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21714336,11/19/2022 0:00,11/21/2022 0:00,2,36324.18,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21847255,12/3/2022 0:00,12/5/2022 0:00,2,23785.68,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,21903673,12/8/2022 0:00,12/11/2022 0:00,3,19896.21,THB,Direct,Thailand,Tiffany,Phillips,Hall_Ashley@zoho.com
Cherry,21878383,12/3/2022 0:00,12/4/2022 0:00,1,15015.16,THB,Direct,Thailand,Tiffany,Phillips,RBailey@comcast.net
Cherry,13048964,1/5/2019 0:00,1/6/2019 0:00,1,18210.56,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,17786345,2/7/2022 0:00,2/8/2022 0:00,1,0,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,17836274,2/14/2022 0:00,2/16/2022 0:00,2,7631.34,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,17866889,2/21/2022 0:00,2/22/2022 0:00,1,3815.67,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,17982291,3/15/2022 0:00,3/20/2022 0:00,5,28419.21,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,17868251,3/28/2022 0:00,3/30/2022 0:00,2,14469.42,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,18173949,4/27/2022 0:00,4/28/2022 0:00,1,6764.28,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,18155099,4/28/2022 0:00,4/30/2022 0:00,2,17888.46,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,18312544,5/30/2022 0:00,5/31/2022 0:00,1,5079.36,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,18307670,5/31/2022 0:00,6/1/2022 0:00,1,5525.19,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,18602711,7/26/2022 0:00,7/28/2022 0:00,2,11447.01,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21051628,8/17/2022 0:00,8/19/2022 0:00,2,88950.3,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21328720,9/3/2022 0:00,9/4/2022 0:00,1,6813.48,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21385665,9/20/2022 0:00,9/22/2022 0:00,2,11050.38,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21365078,9/26/2022 0:00,9/28/2022 0:00,2,11050.38,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21454583,9/30/2022 0:00,10/1/2022 0:00,1,5921.82,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21468970,10/4/2022 0:00,10/5/2022 0:00,1,36447.18,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21513915,10/8/2022 0:00,10/10/2022 0:00,2,11843.64,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21715202,11/8/2022 0:00,11/10/2022 0:00,2,24083.91,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21714329,11/19/2022 0:00,11/21/2022 0:00,2,36324.18,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21833865,12/2/2022 0:00,12/5/2022 0:00,3,35530.92,THB,Direct,Thailand,Tiffany,Phillips,PatrickCurry89@att.com
Cherry,21288851,12/17/2022 0:00,12/18/2022 0:00,2,18632.52,THB,Direct,Thailand,Tiffany,Phillips,
Cherry,17779677,4/5/2022 0:00,4/7/2022 0:00,2,9365.46,THB,Direct,Thailand,Tracey,Hebert,Tracey.Hebert39@xfinity.com
Cherry,14688821,11/22/2019 0:00,11/24/2019 0:00,2,24275.62,THB,OTA,Asia,Jessica,Cole,Jessica_C20@aol.com
Cherry,14456281,10/15/2019 0:00,10/18/2019 0:00,3,14865.9,THB,Direct,South America,Stephanie,Schmidt,Stephanie.R@mail.com
Cherry,14424146,10/19/2019 0:00,10/21/2019 0:00,2,15522.6,THB,Web,North America,Richard,Holt,Richard.Arias28@att.com
Cherry,13178661,3/7/2019 0:00,3/8/2019 0:00,1,10000.82,THB,Direct,Europe,Richard,Holt,Barr.Courtney@mail.com
Cherry,17913393,3/2/2022 0:00,3/5/2022 0:00,3,15790.63,THB,Direct,Europe,Richard,Holt,Justin.W@protonmail.com
Cherry,12322807,5/31/2019 0:00,6/2/2019 0:00,2,19968.32,THB,OTA,North America,Richard,Holt,Audrey.Garcia66@verizon.com
Cherry,14440987,10/19/2019 0:00,10/21/2019 0:00,2,15522.6,THB,Web,North America,Richard,Holt,GeorgeMcgee@comcast.net
Cherry,21440984,12/21/2022 0:00,12/23/2022 0:00,2,16341.03,THB,Direct,North America,Richard,Holt,Michelle.P@xfinity.com
Cherry,14160377,10/11/2019 0:00,10/13/2019 0:00,2,19930.82,THB,OTA,Asia,Richard,Holt,
Cherry,14885624,12/19/2019 0:00,12/23/2019 0:00,3,37761.51,THB,Direct,Europe,Kelly,Rogers,
Cherry,11907893,1/4/2019 0:00,1/8/2019 0:00,4,36504.5,THB,OTA,North America,Chelsea,Wilson,CWilson@yandex.com
Cherry,13807851,7/10/2019 0:00,7/13/2019 0:00,3,19116,THB,Web,South America,Nicolas,Adams,Nicolas_A@outlook.com
Cherry,13147166,3/13/2019 0:00,3/16/2019 0:00,3,28126.37,THB,OTA,North America,Jane,Mckinney,Mckinney.Jane@comcast.net
Cherry,13849725,7/20/2019 0:00,7/23/2019 0:00,3,29122.77,THB,Direct,North America,Derrick,Bailey,Derrick_W94@outlook.com
Cherry,14143819,7/20/2019 0:00,7/23/2019 0:00,3,29122.77,THB,Direct,North America,Derrick,Bailey,
Cherry,13062721,1/31/2019 0:00,2/2/2019 0:00,2,43118.56,THB,OTA,Oceania,Jesse,Wright,
Cherry,21293870,8/28/2022 0:00,9/2/2022 0:00,5,30754.95,THB,OTA,Middle East,Paula,Howard,Paula_Howard@xfinity.com
Cherry,12978603,2/4/2019 0:00,2/7/2019 0:00,3,81334.44,THB,Web,Europe,Norman,Clark,Norman.C23@hotmail.com
Cherry,17937359,3/6/2022 0:00,3/7/2022 0:00,1,3840.27,THB,Direct,Thailand,Sarah,Carter,Sarah.C@comcast.net
Cherry,17713270,2/16/2022 0:00,2/18/2022 0:00,2,9019.1,THB,Direct,Thailand,Mary,Mendez,Robinson_Mary34@att.com
Cherry,18493929,7/28/2022 0:00,7/31/2022 0:00,3,14048.19,THB,Direct,Thailand,Sarah,Carter,Sarah.W@protonmail.com
Cherry,17675816,1/7/2022 0:00,1/9/2022 0:00,2,2913.56,THB,Direct,Thailand,Jonathan,Torres,
Cherry,22020419,12/27/2022 0:00,12/29/2022 0:00,2,12735.3,THB,Direct,Thailand,Tammy,Delgado,
Cherry,13637185,4/12/2019 0:00,4/15/2019 0:00,3,32251.82,THB,Web,Europe,Kimberly,Perez,
Cherry,21505123,10/16/2022 0:00,10/18/2022 0:00,2,13577.76,THB,Direct,Asia,Victoria,Herman,
Cherry,14590295,9/22/2019 0:00,9/23/2019 0:00,1,7253.39,THB,OTA,Asia,Abigail,Bowers,Abigail_Bowers@yahoo.com
Cherry,13622447,4/10/2019 0:00,4/12/2019 0:00,2,13428.72,THB,Direct,Middle East,Veronica,Allen,VHoward23@gmail.com
Cherry,14480657,9/6/2019 0:00,9/8/2019 0:00,2,10753.07,THB,Direct,Asia,Jenna,Harrington,Jenna_Harrington@protonmail.com
Cherry,15158516,12/23/2019 0:00,12/25/2019 0:00,2,24400.9,THB,Direct,Asia,Elizabeth,Joseph,EHendrix@yandex.com
Cherry,17941414,3/26/2022 0:00,3/27/2022 0:00,1,0,THB,Direct,Africa,Shannon,Tate,Tate.Shannon54@yahoo.com
Cherry,14162852,7/22/2019 0:00,7/28/2019 0:00,6,75163.77,THB,Direct,Middle East,Christopher,Cabrera,Christopher_J25@gmail.com
Cherry,13621027,4/10/2019 0:00,4/12/2019 0:00,2,13428.72,THB,Direct,Middle East,Virginia,Holden,Jones.Virginia@zoho.com
Cherry,13698904,5/1/2019 0:00,5/4/2019 0:00,3,34669.18,THB,OTA,Asia,Casey,Thomas,Casey.Cobb89@outlook.com
